name_profile,drug,dose,time,nsamples_trt,nsamples_ctl,sample_size,n_batch,ss_genes,UP,DOWN,cell_iname
BRD-K95253417_10uM_24h,BRD-K95253417,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-A69454249_10uM_6h,BRD-A69454249,10 uM,6 h,3,47,50,1,11,8,3,NEU
aminobenztropine_10uM_24h,aminobenztropine,10 uM,24 h,3,25,28,1,56,18,38,NEU
beta-alanine_10uM_6h,beta-alanine,10 uM,6 h,3,47,50,1,3,2,1,NEU
MW-STK33-4A_10uM_24h,MW-STK33-4A,10 uM,24 h,3,32,35,1,3,3,0,NEU
BRD-K16346331_10uM_24h,BRD-K16346331,10 uM,24 h,3,32,35,1,3,2,1,NEU
BRD-A36165599_10uM_24h,BRD-A36165599,10 uM,24 h,3,32,35,1,10,4,6,NEU
BRD-K47825575_10uM_24h,BRD-K47825575,10 uM,24 h,3,32,35,1,0,0,0,NEU
ISOX_10uM_6h,ISOX,10 uM,6 h,3,29,32,1,165,111,54,NEU
BG-1019_10uM_24h,BG-1019,10 uM,24 h,3,24,27,1,33,16,17,NEU
BRD-K45845523_10uM_24h,BRD-K45845523,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K20985754_10uM_6h,BRD-K20985754,10 uM,6 h,3,47,50,1,3,2,1,NEU
BRD-K95767742_10uM_24h,BRD-K95767742,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K15250199_10uM_24h,BRD-K15250199,10 uM,24 h,3,32,35,1,6,4,2,NEU
BRD-K50659736_10uM_24h,BRD-K50659736,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K42091312_10uM_24h,BRD-K42091312,10 uM,24 h,3,32,35,1,1,1,0,NEU
2-aminotetralin_10uM_24h,2-aminotetralin,10 uM,24 h,3,25,28,1,45,10,35,NEU
BRD-A12426960_10uM_24h,BRD-A12426960,10 uM,24 h,3,25,28,1,8,1,7,NEU
trans-bis-q_10uM_24h,trans-bis-q,10 uM,24 h,3,25,28,1,1,0,1,NEU
BRD-K96043519_10uM_24h,BRD-K96043519,10 uM,24 h,3,25,28,1,23,7,16,NEU
BRD-K58901278_10uM_6h,BRD-K58901278,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K59915259_10uM_6h,BRD-K59915259,10 uM,6 h,3,47,50,1,1,1,0,NEU
BRD-K79052598_10uM_24h,BRD-K79052598,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K33676730_10uM_24h,BRD-K33676730,10 uM,24 h,3,32,35,1,3,1,2,NEU
denbufylline_10uM_24h,denbufylline,10 uM,24 h,3,32,35,1,1,0,1,NEU
Z-36_10uM_6h,Z-36,10 uM,6 h,3,29,32,1,50,25,25,NEU
ITSA-1_10uM_24h,ITSA-1,10 uM,24 h,3,24,27,1,0,0,0,NEU
BRD-K75516118_10uM_24h,BRD-K75516118,10 uM,24 h,3,24,27,1,1,0,1,NEU
LY-294002_10uM_6h,LY-294002,10 uM,6 h,3,29,32,1,4,3,1,NEU
BRD-K41824522_10uM_24h,BRD-K41824522,10 uM,24 h,3,25,28,1,1,0,1,NEU
NCI-16221_10uM_24h,NCI-16221,10 uM,24 h,3,24,27,1,3,1,2,NEU
SU-1498_10uM_24h,SU-1498,10 uM,24 h,3,32,35,1,2,1,1,NEU
AG-957_10uM_24h,AG-957,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K95976153_10uM_24h,BRD-K95976153,10 uM,24 h,3,32,35,1,6,3,3,NEU
BRD-K36651625_10uM_6h,BRD-K36651625,10 uM,6 h,3,47,50,1,1,1,0,NEU
BG-1010_10uM_24h,BG-1010,10 uM,24 h,3,24,27,1,129,62,67,NEU
BRD-K71339761_10uM_6h,BRD-K71339761,10 uM,6 h,3,47,50,1,7,4,3,NEU
BRD-K76108747_10uM_6h,BRD-K76108747,10 uM,6 h,3,47,50,1,1,0,1,NEU
BRD-K93541117_10uM_24h,BRD-K93541117,10 uM,24 h,3,32,35,1,8,3,5,NEU
BRD-A98888159_10uM_24h,BRD-A98888159,10 uM,24 h,3,32,35,1,0,0,0,NEU
ketocholesterol_10uM_6h,ketocholesterol,10 uM,6 h,3,29,32,1,1,1,0,NEU
BRD-K82326223_10uM_6h,BRD-K82326223,10 uM,6 h,3,47,50,1,0,0,0,NEU
HDAC3-selective_10uM_6h,HDAC3-selective,10 uM,6 h,3,47,50,1,11,8,3,NEU
BRD-K89912164_10uM_24h,BRD-K89912164,10 uM,24 h,3,24,27,1,5,1,4,NEU
BRD-K19653414_10uM_6h,BRD-K19653414,10 uM,6 h,3,47,50,1,6,6,0,NEU
BRD-K61529775_10uM_24h,BRD-K61529775,10 uM,24 h,3,32,35,1,2,2,0,NEU
BG-1027_10uM_24h,BG-1027,10 uM,24 h,3,24,27,1,342,170,172,NEU
BRD-K20151898_10uM_6h,BRD-K20151898,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K83836748_10uM_24h,BRD-K83836748,10 uM,24 h,3,25,28,1,0,0,0,NEU
glibenclamide_10uM_24h,glibenclamide,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K22828860_10uM_24h,BRD-K22828860,10 uM,24 h,3,32,35,1,0,0,0,NEU
ST-013960_10uM_24h,ST-013960,10 uM,24 h,3,32,35,1,6,2,4,NEU
BRD-A09073503_10uM_24h,BRD-A09073503,10 uM,24 h,3,25,28,1,6,1,5,NEU
BML-266_10uM_24h,BML-266,10 uM,24 h,3,24,27,1,6,1,5,NEU
RAN-27_10uM_24h,RAN-27,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K63220166_10uM_24h,BRD-K63220166,10 uM,24 h,3,32,35,1,5,2,3,NEU
glutamyldopamine_10uM_6h,glutamyldopamine,10 uM,6 h,3,47,50,1,0,0,0,NEU
Val-Val-Val_10uM_6h,Val-Val-Val,10 uM,6 h,3,29,32,1,1,0,1,NEU
BRD-A74767450_10uM_24h,BRD-A74767450,10 uM,24 h,3,25,28,1,4,2,2,NEU
Fluoro-SAHA_10uM_24h,Fluoro-SAHA,10 uM,24 h,3,25,28,1,177,74,103,NEU
BRD-K75971499_10uM_6h,BRD-K75971499,10 uM,6 h,3,47,50,1,19,16,3,NEU
aminoresveratrol_10uM_24h,aminoresveratrol,10 uM,24 h,3,24,27,1,38,10,28,NEU
BRD-K30958640_10uM_24h,BRD-K30958640,10 uM,24 h,3,32,35,1,6,2,4,NEU
BRD-K84855052_10uM_24h,BRD-K84855052,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K15241725_10uM_24h,BRD-K15241725,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K59946561_10uM_6h,BRD-K59946561,10 uM,6 h,3,29,32,1,7,2,5,NEU
valproxam_10uM_6h,valproxam,10 uM,6 h,3,29,32,1,0,0,0,NEU
BG-1032_10uM_24h,BG-1032,10 uM,24 h,3,24,27,1,93,35,58,NEU
CAY-10470_10uM_24h,CAY-10470,10 uM,24 h,3,32,35,1,2,1,1,NEU
RAN-05_10uM_24h,RAN-05,10 uM,24 h,3,32,35,1,0,0,0,NEU
TMI-15_10uM_24h,TMI-15,10 uM,24 h,3,32,35,1,0,0,0,NEU
6-nitrodopamine_10uM_6h,6-nitrodopamine,10 uM,6 h,3,47,50,1,3,2,1,NEU
BRD-K96834847_10uM_6h,BRD-K96834847,10 uM,6 h,3,47,50,1,0,0,0,NEU
salermide_10uM_6h,salermide,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K36651625_10uM_24h,BRD-K36651625,10 uM,24 h,3,25,28,1,11,0,11,NEU
BRD-A32582647_10uM_24h,BRD-A32582647,10 uM,24 h,3,25,28,1,0,0,0,NEU
cardamonin_10uM_6h,cardamonin,10 uM,6 h,3,29,32,1,1,1,0,NEU
BRD-K84252391_10uM_6h,BRD-K84252391,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K76052538_10uM_24h,BRD-K76052538,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K39687892_10uM_24h,BRD-K39687892,10 uM,24 h,3,32,35,1,4,1,3,NEU
BRD-K96834847_10uM_24h,BRD-K96834847,10 uM,24 h,3,25,28,1,8,5,3,NEU
BRD-K05396879_10uM_6h,BRD-K05396879,10 uM,6 h,3,29,32,1,6,6,0,NEU
BRD-K00878439_10uM_24h,BRD-K00878439,10 uM,24 h,3,25,28,1,0,0,0,NEU
BG-1023_10uM_24h,BG-1023,10 uM,24 h,3,24,27,1,5,1,4,NEU
BRD-K61463582_10uM_6h,BRD-K61463582,10 uM,6 h,3,29,32,1,0,0,0,NEU
IWP-2_10uM_6h,IWP-2,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K24304282_10uM_6h,BRD-K24304282,10 uM,6 h,3,47,50,1,2,1,1,NEU
LBH-589_10uM_24h,LBH-589,10 uM,24 h,3,25,28,1,211,98,113,NEU
L-744832_10uM_24h,L-744832,10 uM,24 h,3,25,28,1,1,1,0,NEU
RTI-55_10uM_24h,RTI-55,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A06779035_10uM_24h,BRD-A06779035,10 uM,24 h,3,25,28,1,114,37,77,NEU
BRD-K76926998_10uM_24h,BRD-K76926998,10 uM,24 h,3,32,35,1,3,1,2,NEU
carbacyclin_10uM_6h,carbacyclin,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K33943862_10uM_24h,BRD-K33943862,10 uM,24 h,3,25,28,1,34,11,23,NEU
BRD-A92334183_10uM_6h,BRD-A92334183,10 uM,6 h,3,47,50,1,10,1,9,NEU
dichlorobenzamil_10uM_6h,dichlorobenzamil,10 uM,6 h,3,47,50,1,4,2,2,NEU
BRD-K74711637_10uM_24h,BRD-K74711637,10 uM,24 h,3,32,35,1,38,15,23,NEU
BRD-K56518176_10uM_24h,BRD-K56518176,10 uM,24 h,3,32,35,1,0,0,0,NEU
K784-3131_10uM_24h,K784-3131,10 uM,24 h,3,32,35,1,23,16,7,NEU
BRD-K95349679_10uM_24h,BRD-K95349679,10 uM,24 h,3,32,35,1,6,2,4,NEU
MW-A1-18_10uM_24h,MW-A1-18,10 uM,24 h,3,32,35,1,4,3,1,NEU
BRD-K70771662_10uM_24h,BRD-K70771662,10 uM,24 h,3,32,35,1,5,4,1,NEU
BRD-K38519699_10uM_24h,BRD-K38519699,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K35004659_10uM_24h,BRD-K35004659,10 uM,24 h,3,32,35,1,2,1,1,NEU
BRD-K88575585_10uM_24h,BRD-K88575585,10 uM,24 h,3,25,28,1,161,39,122,NEU
BRD-K47535255_10uM_24h,BRD-K47535255,10 uM,24 h,3,25,28,1,42,12,30,NEU
BRD-K75903201_10uM_24h,BRD-K75903201,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K31851742_10uM_24h,BRD-K31851742,10 uM,24 h,3,32,35,1,4,2,2,NEU
BRD-K40087974_10uM_24h,BRD-K40087974,10 uM,24 h,3,32,35,1,2,1,1,NEU
BRD-K35923252_10uM_24h,BRD-K35923252,10 uM,24 h,3,24,27,1,265,110,155,NEU
BRD-K23875128_10uM_24h,BRD-K23875128,10 uM,24 h,3,24,27,1,88,30,58,NEU
BML-210_10uM_6h,BML-210,10 uM,6 h,3,29,32,1,65,20,45,NEU
BRD-K97440753_10uM_24h,BRD-K97440753,10 uM,24 h,3,32,35,1,1,1,0,NEU
BRD-K33396764_10uM_24h,BRD-K33396764,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K87432599_10uM_24h,BRD-K87432599,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K73418978_10uM_24h,BRD-K73418978,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K91614993_10uM_24h,BRD-K91614993,10 uM,24 h,3,25,28,1,2,0,2,NEU
BRD-M25555076_10uM_24h,BRD-M25555076,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A14999564_10uM_6h,BRD-A14999564,10 uM,6 h,3,47,50,1,4,1,3,NEU
BRD-K70960308_10uM_24h,BRD-K70960308,10 uM,24 h,3,32,35,1,1,1,0,NEU
BRD-K97631938_10uM_24h,BRD-K97631938,10 uM,24 h,3,32,35,1,6,4,2,NEU
bietaserpine_10uM_6h,bietaserpine,10 uM,6 h,3,47,50,1,1,1,0,NEU
SR-147778_10uM_24h,SR-147778,10 uM,24 h,3,25,28,1,5,1,4,NEU
BRD-A42610307_10uM_6h,BRD-A42610307,10 uM,6 h,3,47,50,1,43,28,15,NEU
BRD-A55317422_10uM_24h,BRD-A55317422,10 uM,24 h,3,25,28,1,202,43,159,NEU
BRD-K13195996_10uM_24h,BRD-K13195996,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A89208012_10uM_24h,BRD-A89208012,10 uM,24 h,3,32,35,1,8,5,3,NEU
BRD-A09053961_10uM_6h,BRD-A09053961,10 uM,6 h,3,47,50,1,0,0,0,NEU
isonicotinohydroxamic-acid_10uM_6h,isonicotinohydroxamic-acid,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-A84389633_10uM_24h,BRD-A84389633,10 uM,24 h,3,32,35,1,4,3,1,NEU
GR-89696_10uM_24h,GR-89696,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-A06131576_10uM_24h,BRD-A06131576,10 uM,24 h,3,32,35,1,6,3,3,NEU
BRD-K63175663_10uM_24h,BRD-K63175663,10 uM,24 h,3,32,35,1,2,1,1,NEU
TC-2559_10uM_24h,TC-2559,10 uM,24 h,3,32,35,1,2,1,1,NEU
BRD-K44890999_10uM_24h,BRD-K44890999,10 uM,24 h,3,32,35,1,0,0,0,NEU
chrysamine-g_10uM_6h,chrysamine-g,10 uM,6 h,3,47,50,1,0,0,0,NEU
cyclosporin-a_10uM_24h,cyclosporin-a,10 uM,24 h,3,32,35,1,0,0,0,NEU
harmine_10uM_6h,harmine,10 uM,6 h,3,29,32,1,0,0,0,NEU
flavanone_10uM_24h,flavanone,10 uM,24 h,3,24,27,1,24,16,8,NEU
carbacyclin_10uM_24h,carbacyclin,10 uM,24 h,3,24,27,1,10,5,5,NEU
BRD-K91614993_10uM_6h,BRD-K91614993,10 uM,6 h,3,47,50,1,3,2,1,NEU
BRD-K69003436_10uM_24h,BRD-K69003436,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K27881911_10uM_24h,BRD-K27881911,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K93760529_10uM_24h,BRD-K93760529,10 uM,24 h,3,32,35,1,4,0,4,NEU
graveoline_10uM_24h,graveoline,10 uM,24 h,3,32,35,1,1,1,0,NEU
BG-1021_10uM_24h,BG-1021,10 uM,24 h,3,24,27,1,59,23,36,NEU
BRD-A81472640_10uM_6h,BRD-A81472640,10 uM,6 h,3,47,50,1,0,0,0,NEU
BG-1031_10uM_24h,BG-1031,10 uM,24 h,3,24,27,1,4,0,4,NEU
BRD-K31460632_10uM_6h,BRD-K31460632,10 uM,6 h,3,47,50,1,1,0,1,NEU
BG-1005_10uM_6h,BG-1005,10 uM,6 h,3,29,32,1,177,114,63,NEU
BRD-A00763758_10uM_6h,BRD-A00763758,10 uM,6 h,3,47,50,1,2,1,1,NEU
BRD-K43014159_10uM_6h,BRD-K43014159,10 uM,6 h,3,47,50,1,2,0,2,NEU
eicosatetraynoic-acid_10uM_6h,eicosatetraynoic-acid,10 uM,6 h,3,29,32,1,7,3,4,NEU
MC-1293_10uM_24h,MC-1293,10 uM,24 h,3,24,27,1,0,0,0,NEU
BG-1004_10uM_6h,BG-1004,10 uM,6 h,3,47,50,1,115,81,34,NEU
rottlerin_10uM_24h,rottlerin,10 uM,24 h,3,24,27,1,247,86,161,NEU
BRD-K56621596_10uM_24h,BRD-K56621596,10 uM,24 h,3,25,28,1,0,0,0,NEU
KDM-096_10uM_6h,KDM-096,10 uM,6 h,3,47,50,1,2,0,2,NEU
BRD-K36162096_10uM_6h,BRD-K36162096,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K82206012_10uM_6h,BRD-K82206012,10 uM,6 h,3,29,32,1,0,0,0,NEU
ISOX_10uM_24h,ISOX,10 uM,24 h,3,24,27,1,327,138,189,NEU
BRD-K63116520_10uM_6h,BRD-K63116520,10 uM,6 h,3,47,50,1,2,1,1,NEU
isonicotinamide_10uM_6h,isonicotinamide,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K04722205_10uM_24h,BRD-K04722205,10 uM,24 h,3,24,27,1,34,7,27,NEU
BRD-K36031023_10uM_24h,BRD-K36031023,10 uM,24 h,3,32,35,1,1,0,1,NEU
SKF-83822_10uM_24h,SKF-83822,10 uM,24 h,3,25,28,1,73,15,58,NEU
BRD-K23628492_10uM_24h,BRD-K23628492,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K00551481_10uM_24h,BRD-K00551481,10 uM,24 h,3,32,35,1,4,3,1,NEU
BRD-A82913781_10uM_24h,BRD-A82913781,10 uM,24 h,3,32,35,1,0,0,0,NEU
MD-041_10uM_24h,MD-041,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K28308851_10uM_6h,BRD-K28308851,10 uM,6 h,3,47,50,1,7,5,2,NEU
BRD-A04332542_10uM_24h,BRD-A04332542,10 uM,24 h,3,25,28,1,101,32,69,NEU
BRD-U85918428_10uM_24h,BRD-U85918428,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A35153197_10uM_6h,BRD-A35153197,10 uM,6 h,3,47,50,1,1,0,1,NEU
BRD-A14795281_10uM_24h,BRD-A14795281,10 uM,24 h,3,25,28,1,4,2,2,NEU
BG-1011_10uM_6h,BG-1011,10 uM,6 h,3,29,32,1,2,2,0,NEU
GGTI-297_10uM_24h,GGTI-297,10 uM,24 h,3,25,28,1,47,10,37,NEU
BRD-A26347577_10uM_24h,BRD-A26347577,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A17081056_10uM_6h,BRD-A17081056,10 uM,6 h,3,47,50,1,2,2,0,NEU
BRD-A29119732_10uM_24h,BRD-A29119732,10 uM,24 h,3,25,28,1,247,68,179,NEU
BG-1016_10uM_6h,BG-1016,10 uM,6 h,3,29,32,1,6,2,4,NEU
BRD-K10283649_10uM_6h,BRD-K10283649,10 uM,6 h,3,47,50,1,2,2,0,NEU
BRD-K77014406_10uM_24h,BRD-K77014406,10 uM,24 h,3,32,35,1,1,0,1,NEU
BG-1012_10uM_6h,BG-1012,10 uM,6 h,3,29,32,1,0,0,0,NEU
BML-286_10uM_24h,BML-286,10 uM,24 h,3,24,27,1,12,1,11,NEU
BRD-K65213718_10uM_24h,BRD-K65213718,10 uM,24 h,3,25,28,1,1,1,0,NEU
BG-1026_10uM_6h,BG-1026,10 uM,6 h,3,29,32,1,136,90,46,NEU
BRD-K61260019_10uM_24h,BRD-K61260019,10 uM,24 h,3,25,28,1,191,67,124,NEU
BRD-K27332342_10uM_24h,BRD-K27332342,10 uM,24 h,3,24,27,1,0,0,0,NEU
BRD-A65771317_10uM_24h,BRD-A65771317,10 uM,24 h,3,25,28,1,119,57,62,NEU
BRD-K13629382_10uM_6h,BRD-K13629382,10 uM,6 h,3,47,50,1,97,62,35,NEU
methyltyramine_10uM_6h,methyltyramine,10 uM,6 h,3,47,50,1,0,0,0,NEU
BG-1007_10uM_6h,BG-1007,10 uM,6 h,3,29,32,1,104,56,48,NEU
BRD-K81313552_10uM_24h,BRD-K81313552,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K56596360_10uM_24h,BRD-K56596360,10 uM,24 h,3,32,35,1,7,1,6,NEU
BRD-A36884011_10uM_24h,BRD-A36884011,10 uM,24 h,3,32,35,1,21,10,11,NEU
BRD-K84114569_10uM_24h,BRD-K84114569,10 uM,24 h,3,32,35,1,0,0,0,NEU
androstenedione_10uM_6h,androstenedione,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K37846922_10uM_6h,BRD-K37846922,10 uM,6 h,3,29,32,1,1,0,1,NEU
BRD-K19042873_10uM_24h,BRD-K19042873,10 uM,24 h,3,25,28,1,156,41,115,NEU
BG-1032_10uM_6h,BG-1032,10 uM,6 h,3,29,32,1,7,1,6,NEU
BRD-A00763758_10uM_24h,BRD-A00763758,10 uM,24 h,3,25,28,1,3,0,3,NEU
BRD-K78787248_10uM_6h,BRD-K78787248,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K76941385_10uM_24h,BRD-K76941385,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K69458799_10uM_6h,BRD-K69458799,10 uM,6 h,3,47,50,1,0,0,0,NEU
TER-14687_10uM_24h,TER-14687,10 uM,24 h,3,32,35,1,4,4,0,NEU
BRD-K99636700_10uM_24h,BRD-K99636700,10 uM,24 h,3,24,27,1,405,150,255,NEU
ML-4054_10uM_24h,ML-4054,10 uM,24 h,3,32,35,1,0,0,0,NEU
JFD02227_10uM_24h,JFD02227,10 uM,24 h,3,32,35,1,2,0,2,NEU
XMD-1499_10uM_24h,XMD-1499,10 uM,24 h,3,65,68,1,11,6,5,NEU
malonoben_10uM_24h,malonoben,10 uM,24 h,3,32,35,1,41,8,33,NEU
BRD-A26347577_10uM_6h,BRD-A26347577,10 uM,6 h,3,47,50,1,0,0,0,NEU
BG-1030_10uM_24h,BG-1030,10 uM,24 h,3,24,27,1,381,193,188,NEU
W-7_10uM_24h,W-7,10 uM,24 h,3,25,28,1,0,0,0,NEU
BAY-59-3074_10uM_24h,BAY-59-3074,10 uM,24 h,3,32,35,1,1,1,0,NEU
EMD-41000_10uM_24h,EMD-41000,10 uM,24 h,3,32,35,1,0,0,0,NEU
LY-165163_10uM_24h,LY-165163,10 uM,24 h,3,25,28,1,4,4,0,NEU
garcinol_10uM_6h,garcinol,10 uM,6 h,3,29,32,1,0,0,0,NEU
BRD-K86940927_10uM_24h,BRD-K86940927,10 uM,24 h,3,25,28,1,297,84,213,NEU
BRD-A88029023_10uM_24h,BRD-A88029023,10 uM,24 h,3,32,35,1,1,1,0,NEU
SKF-83822_10uM_6h,SKF-83822,10 uM,6 h,3,47,50,1,1,0,1,NEU
niguldipine_10uM_6h,niguldipine,10 uM,6 h,3,29,32,1,7,7,0,NEU
Fluoro-SAHA_10uM_6h,Fluoro-SAHA,10 uM,6 h,3,47,50,1,141,109,32,NEU
BRD-K88708949_10uM_24h,BRD-K88708949,10 uM,24 h,3,32,35,1,10,4,6,NEU
BRD-K85123403_10uM_24h,BRD-K85123403,10 uM,24 h,3,32,35,1,11,5,6,NEU
WT-171_10uM_24h,WT-171,10 uM,24 h,3,32,35,1,46,16,30,NEU
RAN-30_10uM_24h,RAN-30,10 uM,24 h,3,32,35,1,0,0,0,NEU
BG-1002_10uM_6h,BG-1002,10 uM,6 h,3,47,50,1,0,0,0,NEU
BG-1017_10uM_6h,BG-1017,10 uM,6 h,3,29,32,1,15,9,6,NEU
BRD-K10283649_10uM_24h,BRD-K10283649,10 uM,24 h,3,25,28,1,1,1,0,NEU
SR-144528_10uM_6h,SR-144528,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K23986500_10uM_24h,BRD-K23986500,10 uM,24 h,3,25,28,1,6,4,2,NEU
AG-592_10uM_24h,AG-592,10 uM,24 h,3,32,35,1,2,2,0,NEU
BG-1013_10uM_6h,BG-1013,10 uM,6 h,3,29,32,1,0,0,0,NEU
HO-013_10uM_24h,HO-013,10 uM,24 h,3,28,31,2,0,0,0,NEU
flumetasone_10uM_24h,flumetasone,10 uM,24 h,3,32,35,1,0,0,0,NEU
usnic-acid_10uM_6h,usnic-acid,10 uM,6 h,3,29,32,1,0,0,0,NEU
BIX-01338_10uM_24h,BIX-01338,10 uM,24 h,3,32,35,1,0,0,0,NEU
MW-A1-14_10uM_24h,MW-A1-14,10 uM,24 h,3,32,35,1,5,1,4,NEU
BRD-K29983336_10uM_24h,BRD-K29983336,10 uM,24 h,3,65,68,1,0,0,0,NEU
BG-1002_10uM_24h,BG-1002,10 uM,24 h,3,25,28,1,104,36,68,NEU
SR-48692_10uM_6h,SR-48692,10 uM,6 h,3,47,50,1,0,0,0,NEU
SKF-82958_10uM_24h,SKF-82958,10 uM,24 h,3,25,28,1,1,0,1,NEU
BRD-K04923131_10uM_6h,BRD-K04923131,10 uM,6 h,3,29,32,1,28,18,10,NEU
BRD-K86940927_10uM_6h,BRD-K86940927,10 uM,6 h,3,47,50,1,6,4,2,NEU
ST-4039884_10uM_24h,ST-4039884,10 uM,24 h,3,32,35,1,1,1,0,NEU
BRD-K72783841_10uM_24h,BRD-K72783841,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-A51916548_10uM_24h,BRD-A51916548,10 uM,24 h,3,25,28,1,0,0,0,NEU
W-5_10uM_6h,W-5,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K35923252_10uM_6h,BRD-K35923252,10 uM,6 h,3,29,32,1,17,14,3,NEU
BRD-K00859168_10uM_24h,BRD-K00859168,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K08713111_10uM_6h,BRD-K08713111,10 uM,6 h,3,47,50,1,5,3,2,NEU
BRD-K92326486_10uM_24h,BRD-K92326486,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-K38756014_10uM_6h,BRD-K38756014,10 uM,6 h,3,29,32,1,0,0,0,NEU
L-744832_10uM_6h,L-744832,10 uM,6 h,3,47,50,1,2,2,0,NEU
BRD-K98991361_10uM_24h,BRD-K98991361,10 uM,24 h,3,32,35,1,0,0,0,NEU
RTI-55_10uM_6h,RTI-55,10 uM,6 h,3,47,50,1,4,2,2,NEU
BRD-K40367460_10uM_24h,BRD-K40367460,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A76732176_10uM_24h,BRD-A76732176,10 uM,24 h,3,32,35,1,0,0,0,NEU
BG-1009_10uM_24h,BG-1009,10 uM,24 h,3,24,27,1,27,17,10,NEU
BRD-A61866602_10uM_6h,BRD-A61866602,10 uM,6 h,3,47,50,1,3,1,2,NEU
UGISS-186_10uM_24h,UGISS-186,10 uM,24 h,3,32,35,1,0,0,0,NEU
BRD-K05542495_10uM_24h,BRD-K05542495,10 uM,24 h,3,32,35,1,6,4,2,NEU
BRD-K47503321_10uM_6h,BRD-K47503321,10 uM,6 h,3,29,32,1,6,2,4,NEU
BRD-K56621596_10uM_6h,BRD-K56621596,10 uM,6 h,3,47,50,1,2,0,2,NEU
BOX-5_10uM_6h,BOX-5,10 uM,6 h,3,29,32,1,0,0,0,NEU
penitrem-a_10uM_6h,penitrem-a,10 uM,6 h,3,29,32,1,28,23,5,NEU
MD-II-051_10uM_24h,MD-II-051,10 uM,24 h,3,32,35,1,2,0,2,NEU
BRD-K90090262_10uM_24h,BRD-K90090262,10 uM,24 h,3,32,35,1,1,0,1,NEU
BRD-K76425827_10uM_24h,BRD-K76425827,10 uM,24 h,3,32,35,1,1,0,1,NEU
SGX-523_10uM_24h,SGX-523,10 uM,24 h,3,65,68,1,3,3,0,NEU
BRD-K09887211_10uM_24h,BRD-K09887211,10 uM,24 h,3,25,28,1,5,0,5,NEU
BRD-K36162096_10uM_24h,BRD-K36162096,10 uM,24 h,3,24,27,1,0,0,0,NEU
salsolinol_10uM_24h,salsolinol,10 uM,24 h,3,25,28,1,0,0,0,NEU
BRD-A06779035_10uM_6h,BRD-A06779035,10 uM,6 h,3,47,50,1,0,0,0,NEU
BRD-K55332332_10uM_24h,BRD-K55332332,10 uM,24 h,3,25,28,1,1,0,1,NEU
BRD-K91485395_10uM_24h,BRD-K91485395,10 uM,24 h,3,32,35,1,7,3,4,NEU
BRD-K73155123_10uM_24h,BRD-K73155123,10 uM,24 h,3,32,35,1,0,0,0,NEU
